id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
1,CDS,cde_fo,EURINR,1001,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23JUNFUT,EURINR 27JUN23 FUT,27-06-2023,1,0.0025
2,CDS,cde_fo,GBPINR,1003,OPTCUR,CE,94.75,GBPINR17MARCH2394.75CE,GBPINR2331794.75CE,GBPINR 17MAR23 94.75 CE,17-03-2023,1,0.0025
3,CDS,cde_fo,GBPINR,1004,OPTCUR,PE,94.75,GBPINR17MARCH2394.75PE,GBPINR2331794.75PE,GBPINR 17MAR23 94.75 PE,17-03-2023,1,0.0025
4,CDS,cde_fo,EURUSD,1006,FUTCUR,XX,-1,EURUSD23JUNFUT,EURUSD23JUNFUT,EURUSD 27JUN23 FUT,27-06-2023,1,0.0001
5,CDS,cde_fo,EURINR,1007,FUTCUR,XX,-1,EURINR23OCTFUT,EURINR23OCTFUT,EURINR 27OCT23 FUT,27-10-2023,1,0.0025
6,CDS,cde_fo,EURINR,1010,FUTCUR,XX,-1,EURINR23MARFUT,EURINR23MARFUT,EURINR 28MAR23 FUT,28-03-2023,1,0.0025
7,CDS,cde_fo,EURINR,1011,OPTCUR,CE,77.75,EURINR10FEBRUARY2377.75CE,EURINR2321077.75CE,EURINR 10FEB23 77.75 CE,10-02-2023,1,0.0025
8,CDS,cde_fo,JPYINR,1012,OPTCUR,CE,66.75,JPYINR17MARCH2366.75CE,JPYINR2331766.75CE,JPYINR 17MAR23 66.75 CE,17-03-2023,1,0.0025
9,CDS,cde_fo,EURINR,1013,OPTCUR,PE,77.75,EURINR10FEBRUARY2377.75PE,EURINR2321077.75PE,EURINR 10FEB23 77.75 PE,10-02-2023,1,0.0025
10,CDS,cde_fo,JPYINR,1014,OPTCUR,PE,66.75,JPYINR17MARCH2366.75PE,JPYINR2331766.75PE,JPYINR 17MAR23 66.75 PE,17-03-2023,1,0.0025
11,CDS,cde_fo,EURINR,1015,OPTCUR,CE,81.75,EURINR24MARCH2381.75CE,EURINR2332481.75CE,EURINR 24MAR23 81.75 CE,24-03-2023,1,0.0025
12,CDS,cde_fo,EURUSD,1016,FUTCUR,XX,-1,EURUSD23MARFUT,EURUSD23MARFUT,EURUSD 28MAR23 FUT,28-03-2023,1,0.0001
13,CDS,cde_fo,EURINR,1017,OPTCUR,PE,81.75,EURINR24MARCH2381.75PE,EURINR2332481.75PE,EURINR 24MAR23 81.75 PE,24-03-2023,1,0.0025
14,CDS,cde_fo,GBPINR,1018,OPTCUR,CE,93.75,GBPINR10MARCH2393.75CE,GBPINR2331093.75CE,GBPINR 10MAR23 93.75 CE,10-03-2023,1,0.0025
15,CDS,cde_fo,GBPINR,1019,OPTCUR,PE,93.75,GBPINR10MARCH2393.75PE,GBPINR2331093.75PE,GBPINR 10MAR23 93.75 PE,10-03-2023,1,0.0025
16,CDS,cde_fo,EURUSD,1022,OPTCUR,CE,0.935,EURUSD27JUNE230.935CE,EURUSD23JUN0.935CE,EURUSD 27JUN23 0.935 CE,27-06-2023,1,0.0001
17,CDS,cde_fo,EURINR,1023,OPTCUR,CE,76,EURINR13JANUARY2376CE,EURINR2311376CE,EURINR 13JAN23 76 CE,13-01-2023,1,0.0025
18,CDS,cde_fo,EURINR,1024,OPTCUR,CE,78,EURINR10FEBRUARY2378CE,EURINR2321078CE,EURINR 10FEB23 78 CE,10-02-2023,1,0.0025
19,CDS,cde_fo,EURUSD,1025,OPTCUR,PE,0.935,EURUSD27JUNE230.935PE,EURUSD23JUN0.935PE,EURUSD 27JUN23 0.935 PE,27-06-2023,1,0.0001
20,CDS,cde_fo,EURINR,1026,OPTCUR,PE,76,EURINR13JANUARY2376PE,EURINR2311376PE,EURINR 13JAN23 76 PE,13-01-2023,1,0.0025
21,CDS,cde_fo,EURUSD,1027,FUTCUR,XX,-1,EURUSD23OCTFUT,EURUSD23OCTFUT,EURUSD 27OCT23 FUT,27-10-2023,1,0.0001
22,CDS,cde_fo,GBPINR,1028,FUTCUR,XX,-1,GBPINR23OCTFUT,GBPINR23OCTFUT,GBPINR 27OCT23 FUT,27-10-2023,1,0.0025
23,CDS,cde_fo,EURINR,1030,OPTCUR,CE,76.25,EURINR13JANUARY2376.25CE,EURINR2311376.25CE,EURINR 13JAN23 76.25 CE,13-01-2023,1,0.0025
24,CDS,cde_fo,EURINR,1031,OPTCUR,PE,76.25,EURINR13JANUARY2376.25PE,EURINR2311376.25PE,EURINR 13JAN23 76.25 PE,13-01-2023,1,0.0025
25,CDS,cde_fo,EURINR,1032,FUTCUR,XX,-1,EURINR23MARFUT,EURINR23303FUT,EURINR 03MAR23 FUT,03-03-2023,1,0.0025
26,CDS,cde_fo,GBPINR,1033,FUTCUR,XX,-1,GBPINR23MARFUT,GBPINR23303FUT,GBPINR 03MAR23 FUT,03-03-2023,1,0.0025
27,CDS,cde_fo,GBPINR,1034,OPTCUR,CE,93.75,GBPINR17MARCH2393.75CE,GBPINR2331793.75CE,GBPINR 17MAR23 93.75 CE,17-03-2023,1,0.0025
28,CDS,cde_fo,JPYINR,1035,OPTCUR,CE,49.75,JPYINR13JANUARY2349.75CE,JPYINR2311349.75CE,JPYINR 13JAN23 49.75 CE,13-01-2023,1,0.0025
29,CDS,cde_fo,JPYINR,1036,OPTCUR,PE,49.75,JPYINR13JANUARY2349.75PE,JPYINR2311349.75PE,JPYINR 13JAN23 49.75 PE,13-01-2023,1,0.0025
30,CDS,cde_fo,GBPINR,1037,OPTCUR,PE,93.75,GBPINR17MARCH2393.75PE,GBPINR2331793.75PE,GBPINR 17MAR23 93.75 PE,17-03-2023,1,0.0025
31,CDS,cde_fo,EURINR,1038,OPTCUR,CE,78.75,EURINR24FEBRUARY2378.75CE,EURINR23FEB78.75CE,EURINR 24FEB23 78.75 CE,24-02-2023,1,0.0025
32,CDS,cde_fo,EURINR,1039,OPTCUR,PE,78.75,EURINR24FEBRUARY2378.75PE,EURINR23FEB78.75PE,EURINR 24FEB23 78.75 PE,24-02-2023,1,0.0025
33,CDS,cde_fo,EURINR,1040,OPTCUR,PE,78,EURINR10FEBRUARY2378PE,EURINR2321078PE,EURINR 10FEB23 78 PE,10-02-2023,1,0.0025
34,CDS,cde_fo,EURINR,1041,FUTCUR,XX,-1,EURINR23MARFUT,EURINR23331FUT,EURINR 31MAR23 FUT,31-03-2023,1,0.0025
35,CDS,cde_fo,EURUSD,1042,OPTCUR,CE,0.915,EURUSD24FEBRUARY230.915CE,EURUSD23FEB0.915CE,EURUSD 24FEB23 0.915 CE,24-02-2023,1,0.0001
36,CDS,cde_fo,EURINR,1043,OPTCUR,CE,78.25,EURINR10FEBRUARY2378.25CE,EURINR2321078.25CE,EURINR 10FEB23 78.25 CE,10-02-2023,1,0.0025
37,CDS,cde_fo,GBPUSD,1044,OPTCUR,CE,1.095,GBPUSD27JUNE231.095CE,GBPUSD23JUN1.095CE,GBPUSD 27JUN23 1.095 CE,27-06-2023,1,0.0001
38,CDS,cde_fo,GBPINR,1045,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23JUNFUT,GBPINR 27JUN23 FUT,27-06-2023,1,0.0025
39,CDS,cde_fo,GBPINR,1047,FUTCUR,XX,-1,GBPINR23MARFUT,GBPINR23331FUT,GBPINR 31MAR23 FUT,31-03-2023,1,0.0025
40,CDS,cde_fo,EURUSD,1048,OPTCUR,PE,0.915,EURUSD24FEBRUARY230.915PE,EURUSD23FEB0.915PE,EURUSD 24FEB23 0.915 PE,24-02-2023,1,0.0001
41,CDS,cde_fo,JPYINR,1050,FUTCUR,XX,-1,JPYINR23MARFUT,JPYINR23331FUT,JPYINR 31MAR23 FUT,31-03-2023,1,0.0025
42,CDS,cde_fo,GBPINR,1051,OPTCUR,CE,93.75,GBPINR24MARCH2393.75CE,GBPINR2332493.75CE,GBPINR 24MAR23 93.75 CE,24-03-2023,1,0.0025
43,CDS,cde_fo,USDINR,1052,FUTCUR,XX,-1,USDINR23MARFUT,USDINR23331FUT,USDINR 31MAR23 FUT,31-03-2023,1,0.0025
44,CDS,cde_fo,GBPINR,1053,OPTCUR,CE,92,GBPINR17FEBRUARY2392CE,GBPINR2321792CE,GBPINR 17FEB23 92 CE,17-02-2023,1,0.0025
45,CDS,cde_fo,USDINR,1054,OPTCUR,CE,88.75,USDINR13JANUARY2388.75CE,USDINR2311388.75CE,USDINR 13JAN23 88.75 CE,13-01-2023,1,0.0025
46,CDS,cde_fo,GBPUSD,1056,OPTCUR,PE,1.095,GBPUSD27JUNE231.095PE,GBPUSD23JUN1.095PE,GBPUSD 27JUN23 1.095 PE,27-06-2023,1,0.0001
47,CDS,cde_fo,GBPINR,1057,OPTCUR,PE,93.75,GBPINR24MARCH2393.75PE,GBPINR2332493.75PE,GBPINR 24MAR23 93.75 PE,24-03-2023,1,0.0025
48,CDS,cde_fo,USDINR,1058,OPTCUR,PE,88.75,USDINR13JANUARY2388.75PE,USDINR2311388.75PE,USDINR 13JAN23 88.75 PE,13-01-2023,1,0.0025
49,CDS,cde_fo,JPYINR,1059,OPTCUR,CE,56,JPYINR24MARCH2356CE,JPYINR2332456CE,JPYINR 24MAR23 56 CE,24-03-2023,1,0.0025
50,CDS,cde_fo,JPYINR,1060,OPTCUR,PE,56,JPYINR24MARCH2356PE,JPYINR2332456PE,JPYINR 24MAR23 56 PE,24-03-2023,1,0.0025
51,CDS,cde_fo,JPYINR,1061,OPTCUR,CE,56.25,JPYINR24MARCH2356.25CE,JPYINR2332456.25CE,JPYINR 24MAR23 56.25 CE,24-03-2023,1,0.0025
52,CDS,cde_fo,JPYINR,1062,OPTCUR,PE,56.25,JPYINR24MARCH2356.25PE,JPYINR2332456.25PE,JPYINR 24MAR23 56.25 PE,24-03-2023,1,0.0025
53,CDS,cde_fo,GBPINR,1063,OPTCUR,PE,92,GBPINR17FEBRUARY2392PE,GBPINR2321792PE,GBPINR 17FEB23 92 PE,17-02-2023,1,0.0025
54,CDS,cde_fo,EURINR,1064,OPTCUR,CE,76.5,EURINR13JANUARY2376.5CE,EURINR2311376.5CE,EURINR 13JAN23 76.5 CE,13-01-2023,1,0.0025
55,CDS,cde_fo,GBPUSD,1065,OPTCUR,CE,1.1,GBPUSD27JUNE231.1CE,GBPUSD23JUN1.1CE,GBPUSD 27JUN23 1.1 CE,27-06-2023,1,0.0001
56,CDS,cde_fo,GBPINR,1066,OPTCUR,CE,92.25,GBPINR17FEBRUARY2392.25CE,GBPINR2321792.25CE,GBPINR 17FEB23 92.25 CE,17-02-2023,1,0.0025
57,CDS,cde_fo,EURINR,1067,OPTCUR,PE,78.25,EURINR10FEBRUARY2378.25PE,EURINR2321078.25PE,EURINR 10FEB23 78.25 PE,10-02-2023,1,0.0025
58,CDS,cde_fo,GBPINR,1068,OPTCUR,CE,90.5,GBPINR10FEBRUARY2390.5CE,GBPINR2321090.5CE,GBPINR 10FEB23 90.5 CE,10-02-2023,1,0.0025
59,CDS,cde_fo,GBPINR,1069,OPTCUR,PE,92.25,GBPINR17FEBRUARY2392.25PE,GBPINR2321792.25PE,GBPINR 17FEB23 92.25 PE,17-02-2023,1,0.0025
60,CDS,cde_fo,GBPINR,1070,OPTCUR,CE,92.5,GBPINR17FEBRUARY2392.5CE,GBPINR2321792.5CE,GBPINR 17FEB23 92.5 CE,17-02-2023,1,0.0025
61,CDS,cde_fo,GBPINR,1071,OPTCUR,PE,92.5,GBPINR17FEBRUARY2392.5PE,GBPINR2321792.5PE,GBPINR 17FEB23 92.5 PE,17-02-2023,1,0.0025
62,CDS,cde_fo,GBPINR,1072,OPTCUR,CE,92,GBPINR24FEBRUARY2392CE,GBPINR23FEB92CE,GBPINR 24FEB23 92 CE,24-02-2023,1,0.0025
63,CDS,cde_fo,GBPINR,1074,OPTCUR,PE,90.5,GBPINR10FEBRUARY2390.5PE,GBPINR2321090.5PE,GBPINR 10FEB23 90.5 PE,10-02-2023,1,0.0025
64,CDS,cde_fo,JPYINR,1076,OPTCUR,CE,51.75,JPYINR10FEBRUARY2351.75CE,JPYINR2321051.75CE,JPYINR 10FEB23 51.75 CE,10-02-2023,1,0.0025
65,CDS,cde_fo,GBPUSD,1079,OPTCUR,PE,1.1,GBPUSD27JUNE231.1PE,GBPUSD23JUN1.1PE,GBPUSD 27JUN23 1.1 PE,27-06-2023,1,0.0001
66,CDS,cde_fo,GBPUSD,1080,FUTCUR,XX,-1,GBPUSD23JUNFUT,GBPUSD23JUNFUT,GBPUSD 27JUN23 FUT,27-06-2023,1,0.0001
67,CDS,cde_fo,GBPUSD,1081,FUTCUR,XX,-1,GBPUSD23OCTFUT,GBPUSD23OCTFUT,GBPUSD 27OCT23 FUT,27-10-2023,1,0.0001
68,CDS,cde_fo,GBPINR,1083,OPTCUR,PE,92,GBPINR24FEBRUARY2392PE,GBPINR23FEB92PE,GBPINR 24FEB23 92 PE,24-02-2023,1,0.0025
69,CDS,cde_fo,EURINR,1084,OPTCUR,CE,93.75,EURINR06APRIL2393.75CE,EURINR2340693.75CE,EURINR 06APR23 93.75 CE,06-04-2023,1,0.0025
70,CDS,cde_fo,EURINR,1085,OPTCUR,CE,85.75,EURINR26SEPTEMBER2385.75CE,EURINR23SEP85.75CE,EURINR 26SEP23 85.75 CE,26-09-2023,1,0.0025
71,CDS,cde_fo,EURINR,1086,OPTCUR,PE,76.5,EURINR13JANUARY2376.5PE,EURINR2311376.5PE,EURINR 13JAN23 76.5 PE,13-01-2023,1,0.0025
72,CDS,cde_fo,EURINR,1087,OPTCUR,CE,94.5,EURINR13JANUARY2394.5CE,EURINR2311394.5CE,EURINR 13JAN23 94.5 CE,13-01-2023,1,0.0025
73,CDS,cde_fo,GBPINR,1089,FUTCUR,XX,-1,GBPINR23MARFUT,GBPINR23MARFUT,GBPINR 28MAR23 FUT,28-03-2023,1,0.0025
74,CDS,cde_fo,JPYINR,1090,OPTCUR,PE,51.75,JPYINR10FEBRUARY2351.75PE,JPYINR2321051.75PE,JPYINR 10FEB23 51.75 PE,10-02-2023,1,0.0025
75,CDS,cde_fo,JPYINR,1091,OPTCUR,CE,52,JPYINR10FEBRUARY2352CE,JPYINR2321052CE,JPYINR 10FEB23 52 CE,10-02-2023,1,0.0025
76,CDS,cde_fo,EURINR,1093,FUTCUR,XX,-1,EURINR23DECFUT,EURINR23DECFUT,EURINR 27DEC23 FUT,27-12-2023,1,0.0025
77,CDS,cde_fo,EURUSD,1094,FUTCUR,XX,-1,EURUSD23DECFUT,EURUSD23DECFUT,EURUSD 27DEC23 FUT,27-12-2023,1,0.0001
78,CDS,cde_fo,JPYINR,1096,FUTCUR,XX,-1,JPYINR23OCTFUT,JPYINR23OCTFUT,JPYINR 27OCT23 FUT,27-10-2023,1,0.0025
79,CDS,cde_fo,JPYINR,1098,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23JUNFUT,JPYINR 27JUN23 FUT,27-06-2023,1,0.0025
80,CDS,cde_fo,USDINR,1099,FUTCUR,XX,-1,USDINR23OCTFUT,USDINR23OCTFUT,USDINR 27OCT23 FUT,27-10-2023,1,0.0025
81,CDS,cde_fo,JPYINR,1101,OPTCUR,PE,52,JPYINR10FEBRUARY2352PE,JPYINR2321052PE,JPYINR 10FEB23 52 PE,10-02-2023,1,0.0025
82,CDS,cde_fo,USDINR,1102,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23JUNFUT,USDINR 27JUN23 FUT,27-06-2023,1,0.0025
83,CDS,cde_fo,EURINR,1103,OPTCUR,PE,93.75,EURINR06APRIL2393.75PE,EURINR2340693.75PE,EURINR 06APR23 93.75 PE,06-04-2023,1,0.0025
84,CDS,cde_fo,EURINR,1104,OPTCUR,PE,94.5,EURINR13JANUARY2394.5PE,EURINR2311394.5PE,EURINR 13JAN23 94.5 PE,13-01-2023,1,0.0025
85,CDS,cde_fo,GBPINR,1105,OPTCUR,CE,89.25,GBPINR13JANUARY2389.25CE,GBPINR2311389.25CE,GBPINR 13JAN23 89.25 CE,13-01-2023,1,0.0025
86,CDS,cde_fo,GBPINR,1107,OPTCUR,PE,89.25,GBPINR13JANUARY2389.25PE,GBPINR2311389.25PE,GBPINR 13JAN23 89.25 PE,13-01-2023,1,0.0025
87,CDS,cde_fo,EURINR,1109,FUTCUR,XX,-1,EURINR23NOVFUT,EURINR23NOVFUT,EURINR 28NOV23 FUT,28-11-2023,1,0.0025
88,CDS,cde_fo,JPYINR,1110,OPTCUR,CE,69,JPYINR13JANUARY2369CE,JPYINR2311369CE,JPYINR 13JAN23 69 CE,13-01-2023,1,0.0025
89,CDS,cde_fo,JPYINR,1111,OPTCUR,CE,50,JPYINR13JANUARY2350CE,JPYINR2311350CE,JPYINR 13JAN23 50 CE,13-01-2023,1,0.0025
90,CDS,cde_fo,GBPINR,1112,FUTCUR,XX,-1,GBPINR23DECFUT,GBPINR23DECFUT,GBPINR 27DEC23 FUT,27-12-2023,1,0.0025
91,CDS,cde_fo,JPYINR,1113,OPTCUR,PE,69,JPYINR13JANUARY2369PE,JPYINR2311369PE,JPYINR 13JAN23 69 PE,13-01-2023,1,0.0025
92,CDS,cde_fo,JPYINR,1114,OPTCUR,PE,50,JPYINR13JANUARY2350PE,JPYINR2311350PE,JPYINR 13JAN23 50 PE,13-01-2023,1,0.0025
93,CDS,cde_fo,GBPUSD,1117,FUTCUR,XX,-1,GBPUSD23DECFUT,GBPUSD23DECFUT,GBPUSD 27DEC23 FUT,27-12-2023,1,0.0001
94,CDS,cde_fo,JPYINR,1118,OPTCUR,CE,69.25,JPYINR13JANUARY2369.25CE,JPYINR2311369.25CE,JPYINR 13JAN23 69.25 CE,13-01-2023,1,0.0025
95,CDS,cde_fo,EURINR,1119,OPTCUR,CE,94,EURINR06APRIL2394CE,EURINR2340694CE,EURINR 06APR23 94 CE,06-04-2023,1,0.0025
96,CDS,cde_fo,EURINR,1120,OPTCUR,CE,94.5,EURINR20JANUARY2394.5CE,EURINR2312094.5CE,EURINR 20JAN23 94.5 CE,20-01-2023,1,0.0025
97,CDS,cde_fo,JPYINR,1121,OPTCUR,PE,69.25,JPYINR13JANUARY2369.25PE,JPYINR2311369.25PE,JPYINR 13JAN23 69.25 PE,13-01-2023,1,0.0025
98,CDS,cde_fo,JPYINR,1123,OPTCUR,CE,69,JPYINR20JANUARY2369CE,JPYINR2312069CE,JPYINR 20JAN23 69 CE,20-01-2023,1,0.0025
99,CDS,cde_fo,JPYINR,1126,OPTCUR,PE,69,JPYINR20JANUARY2369PE,JPYINR2312069PE,JPYINR 20JAN23 69 PE,20-01-2023,1,0.0025
100,CDS,cde_fo,EURINR,1127,OPTCUR,PE,94,EURINR06APRIL2394PE,EURINR2340694PE,EURINR 06APR23 94 PE,06-04-2023,1,0.0025
101,CDS,cde_fo,EURINR,1129,OPTCUR,CE,93.25,EURINR13JANUARY2393.25CE,EURINR2311393.25CE,EURINR 13JAN23 93.25 CE,13-01-2023,1,0.0025
102,CDS,cde_fo,JPYINR,1130,OPTCUR,CE,69.25,JPYINR20JANUARY2369.25CE,JPYINR2312069.25CE,JPYINR 20JAN23 69.25 CE,20-01-2023,1,0.0025
103,CDS,cde_fo,JPYINR,1133,OPTCUR,PE,69.25,JPYINR20JANUARY2369.25PE,JPYINR2312069.25PE,JPYINR 20JAN23 69.25 PE,20-01-2023,1,0.0025
104,CDS,cde_fo,GBPUSD,1134,FUTCUR,XX,-1,GBPUSD23MARFUT,GBPUSD23MARFUT,GBPUSD 28MAR23 FUT,28-03-2023,1,0.0001
105,CDS,cde_fo,JPYINR,1136,OPTCUR,CE,69,JPYINR27JANUARY2369CE,JPYINR23JAN69CE,JPYINR 27JAN23 69 CE,27-01-2023,1,0.0025
106,CDS,cde_fo,JPYINR,1137,OPTCUR,PE,69,JPYINR27JANUARY2369PE,JPYINR23JAN69PE,JPYINR 27JAN23 69 PE,27-01-2023,1,0.0025
107,CDS,cde_fo,JPYINR,1139,OPTCUR,CE,69.25,JPYINR27JANUARY2369.25CE,JPYINR23JAN69.25CE,JPYINR 27JAN23 69.25 CE,27-01-2023,1,0.0025
108,CDS,cde_fo,EURINR,1140,OPTCUR,PE,85.75,EURINR26SEPTEMBER2385.75PE,EURINR23SEP85.75PE,EURINR 26SEP23 85.75 PE,26-09-2023,1,0.0025
109,CDS,cde_fo,EURINR,1141,OPTCUR,CE,86,EURINR26SEPTEMBER2386CE,EURINR23SEP86CE,EURINR 26SEP23 86 CE,26-09-2023,1,0.0025
110,CDS,cde_fo,USDJPY,1142,OPTCUR,CE,148.5,USDJPY28MARCH23148.5CE,USDJPY23MAR148.5CE,USDJPY 28MAR23 148.5 CE,28-03-2023,1,0.01
111,CDS,cde_fo,EURINR,1143,FUTCUR,XX,-1,EURINR23MAYFUT,EURINR23MAYFUT,EURINR 29MAY23 FUT,29-05-2023,1,0.0025
112,CDS,cde_fo,JPYINR,1144,OPTCUR,CE,52.25,JPYINR10FEBRUARY2352.25CE,JPYINR2321052.25CE,JPYINR 10FEB23 52.25 CE,10-02-2023,1,0.0025
113,CDS,cde_fo,GBPINR,1145,OPTCUR,CE,105.25,GBPINR06APRIL23105.25CE,GBPINR23406105.25CE,GBPINR 06APR23 105.25 CE,06-04-2023,1,0.0025
114,CDS,cde_fo,GBPINR,1146,OPTCUR,PE,105.25,GBPINR06APRIL23105.25PE,GBPINR23406105.25PE,GBPINR 06APR23 105.25 PE,06-04-2023,1,0.0025
115,CDS,cde_fo,JPYINR,1147,FUTCUR,XX,-1,JPYINR23DECFUT,JPYINR23DECFUT,JPYINR 27DEC23 FUT,27-12-2023,1,0.0025
116,CDS,cde_fo,JPYINR,1148,OPTCUR,PE,52.25,JPYINR10FEBRUARY2352.25PE,JPYINR2321052.25PE,JPYINR 10FEB23 52.25 PE,10-02-2023,1,0.0025
117,CDS,cde_fo,USDJPY,1150,OPTCUR,PE,148.5,USDJPY28MARCH23148.5PE,USDJPY23MAR148.5PE,USDJPY 28MAR23 148.5 PE,28-03-2023,1,0.01
118,CDS,cde_fo,USDINR,1151,FUTCUR,XX,-1,USDINR23DECFUT,USDINR23DECFUT,USDINR 27DEC23 FUT,27-12-2023,1,0.0025
119,CDS,cde_fo,GBPINR,1152,OPTCUR,CE,105.5,GBPINR06APRIL23105.5CE,GBPINR23406105.5CE,GBPINR 06APR23 105.5 CE,06-04-2023,1,0.0025
120,CDS,cde_fo,EURINR,1153,FUTCUR,XX,-1,EURINR23JULFUT,EURINR23JULFUT,EURINR 27JUL23 FUT,27-07-2023,1,0.0025
121,CDS,cde_fo,GBPINR,1154,OPTCUR,CE,89.25,GBPINR27JUNE2389.25CE,GBPINR23JUN89.25CE,GBPINR 27JUN23 89.25 CE,27-06-2023,1,0.0025
122,CDS,cde_fo,GBPINR,1155,OPTCUR,PE,89.25,GBPINR27JUNE2389.25PE,GBPINR23JUN89.25PE,GBPINR 27JUN23 89.25 PE,27-06-2023,1,0.0025
123,CDS,cde_fo,EURINR,1160,OPTCUR,CE,75.75,EURINR13JANUARY2375.75CE,EURINR2311375.75CE,EURINR 13JAN23 75.75 CE,13-01-2023,1,0.0025
124,CDS,cde_fo,EURINR,1162,OPTCUR,PE,75.75,EURINR13JANUARY2375.75PE,EURINR2311375.75PE,EURINR 13JAN23 75.75 PE,13-01-2023,1,0.0025
125,CDS,cde_fo,EURINR,1163,FUTCUR,XX,-1,EURINR23JANFUT,EURINR23120FUT,EURINR 20JAN23 FUT,20-01-2023,1,0.0025
126,CDS,cde_fo,GBPINR,1164,FUTCUR,XX,-1,GBPINR23JANFUT,GBPINR23120FUT,GBPINR 20JAN23 FUT,20-01-2023,1,0.0025
127,CDS,cde_fo,EURUSD,1165,FUTCUR,XX,-1,EURUSD23JULFUT,EURUSD23JULFUT,EURUSD 27JUL23 FUT,27-07-2023,1,0.0001
128,CDS,cde_fo,EURINR,1166,OPTCUR,CE,82,EURINR31MARCH2382CE,EURINR2333182CE,EURINR 31MAR23 82 CE,31-03-2023,1,0.0025
129,CDS,cde_fo,GBPINR,1167,FUTCUR,XX,-1,GBPINR23JULFUT,GBPINR23JULFUT,GBPINR 27JUL23 FUT,27-07-2023,1,0.0025
130,CDS,cde_fo,JPYINR,1168,FUTCUR,XX,-1,JPYINR23JANFUT,JPYINR23120FUT,JPYINR 20JAN23 FUT,20-01-2023,1,0.0025
131,CDS,cde_fo,USDJPY,1169,OPTCUR,CE,148.5,USDJPY27JUNE23148.5CE,USDJPY23JUN148.5CE,USDJPY 27JUN23 148.5 CE,27-06-2023,1,0.01
132,CDS,cde_fo,GBPINR,1170,OPTCUR,CE,92.25,GBPINR24FEBRUARY2392.25CE,GBPINR23FEB92.25CE,GBPINR 24FEB23 92.25 CE,24-02-2023,1,0.0025
133,CDS,cde_fo,USDINR,1171,FUTCUR,XX,-1,USDINR23JANFUT,USDINR23120FUT,USDINR 20JAN23 FUT,20-01-2023,1,0.0025
134,CDS,cde_fo,USDJPY,1172,OPTCUR,PE,148.5,USDJPY27JUNE23148.5PE,USDJPY23JUN148.5PE,USDJPY 27JUN23 148.5 PE,27-06-2023,1,0.01
135,CDS,cde_fo,EURINR,1173,OPTCUR,PE,93.25,EURINR13JANUARY2393.25PE,EURINR2311393.25PE,EURINR 13JAN23 93.25 PE,13-01-2023,1,0.0025
136,CDS,cde_fo,EURINR,1174,OPTCUR,CE,93.25,EURINR20JANUARY2393.25CE,EURINR2312093.25CE,EURINR 20JAN23 93.25 CE,20-01-2023,1,0.0025
137,CDS,cde_fo,GBPINR,1175,OPTCUR,PE,92.25,GBPINR24FEBRUARY2392.25PE,GBPINR23FEB92.25PE,GBPINR 24FEB23 92.25 PE,24-02-2023,1,0.0025
138,CDS,cde_fo,EURINR,1176,OPTCUR,CE,74.75,EURINR13JANUARY2374.75CE,EURINR2311374.75CE,EURINR 13JAN23 74.75 CE,13-01-2023,1,0.0025
139,CDS,cde_fo,EURINR,1177,OPTCUR,PE,93.25,EURINR20JANUARY2393.25PE,EURINR2312093.25PE,EURINR 20JAN23 93.25 PE,20-01-2023,1,0.0025
140,CDS,cde_fo,EURINR,1178,OPTCUR,PE,74.75,EURINR13JANUARY2374.75PE,EURINR2311374.75PE,EURINR 13JAN23 74.75 PE,13-01-2023,1,0.0025
141,CDS,cde_fo,EURINR,1179,OPTCUR,CE,75,EURINR13JANUARY2375CE,EURINR2311375CE,EURINR 13JAN23 75 CE,13-01-2023,1,0.0025
142,CDS,cde_fo,EURINR,1180,OPTCUR,PE,82,EURINR31MARCH2382PE,EURINR2333182PE,EURINR 31MAR23 82 PE,31-03-2023,1,0.0025
143,CDS,cde_fo,EURINR,1182,OPTCUR,CE,82.25,EURINR31MARCH2382.25CE,EURINR2333182.25CE,EURINR 31MAR23 82.25 CE,31-03-2023,1,0.0025
144,CDS,cde_fo,EURINR,1183,OPTCUR,PE,82.25,EURINR31MARCH2382.25PE,EURINR2333182.25PE,EURINR 31MAR23 82.25 PE,31-03-2023,1,0.0025
145,CDS,cde_fo,EURINR,1184,OPTCUR,CE,82.5,EURINR31MARCH2382.5CE,EURINR2333182.5CE,EURINR 31MAR23 82.5 CE,31-03-2023,1,0.0025
146,CDS,cde_fo,EURINR,1185,OPTCUR,PE,82.5,EURINR31MARCH2382.5PE,EURINR2333182.5PE,EURINR 31MAR23 82.5 PE,31-03-2023,1,0.0025
147,CDS,cde_fo,EURINR,1186,OPTCUR,PE,75,EURINR13JANUARY2375PE,EURINR2311375PE,EURINR 13JAN23 75 PE,13-01-2023,1,0.0025
148,CDS,cde_fo,EURINR,1188,OPTCUR,CE,82.75,EURINR31MARCH2382.75CE,EURINR2333182.75CE,EURINR 31MAR23 82.75 CE,31-03-2023,1,0.0025
